chrom	start	stop	hd_region	strains	n_strains
IV	2000000	2014000	IV_2000000_2014000	XZ1516	1
IV	2054000	2061000	IV_2054000_2061000	JU3132	1
IV	2054000	2062000	IV_2054000_2062000	XZ1516,ECA396,NIC262,QG2827,QG2854,JU778,QG2832,JU3280,NIC1779,NIC259,WN2064,WN2069	12
IV	2090000	2095000	IV_2090000_2095000	ECA396	1
IV	2098000	2104000	IV_2098000_2104000	ECA36	1
IV	2106000	2116000	IV_2106000_2116000	XZ1516	1
IV	2232000	2241000	IV_2232000_2241000	DL226	1
IV	2239000	2249000	IV_2239000_2249000	XZ1516	1
IV	2292000	2297000	IV_2292000_2297000	ECA396	1
IV	2423000	2429000	IV_2423000_2429000	ECA36,XZ1516,ECA2595,ECA2601,ECA2561,ECA2660,QG4135,QG4138,QG4017,QG4018,ECA2603	11
IV	2464000	2507000	IV_2464000_2507000	XZ1516	1
IV	2465000	2505000	IV_2465000_2505000	QG4135,QG4138,QG4017,QG4018	4
IV	2519000	2533000	IV_2519000_2533000	XZ1516	1
IV	2527000	2532000	IV_2527000_2532000	NIC236	1
IV	2527000	2533000	IV_2527000_2533000	EG4724,CB4855	2
IV	2528000	2533000	IV_2528000_2533000	MY16,CX11271,JU2578,ECA2554	4
IV	2552000	2600000	IV_2552000_2600000	QG4135,QG4138,QG4017,QG4018	4
IV	2554000	2603000	IV_2554000_2603000	QG2841	1
IV	2557000	2602000	IV_2557000_2602000	LKC34,CB4856,NIC1812,JU2838,JU2610,JU3291,NIC207,QG4008,QG4003	9
IV	2557000	2603000	IV_2557000_2603000	JU258,NIC1791,NIC1799,NIC1786,NIC1811,NIC1783,NIC1809,QG2811,ECA2607	9
IV	2558000	2602000	IV_2558000_2602000	MY2535	1
IV	2558000	2603000	IV_2558000_2603000	XZ2018,JU3127	2
IV	2559000	2602000	IV_2559000_2602000	XZ1735	1
IV	2564000	2602000	IV_2564000_2602000	NIC236,WN2001,NIC1810,MY2741,MY795,MY518	6
IV	2564000	2603000	IV_2564000_2603000	NIC3,EG4724,NIC256,MY16,CB4855,ED3046,QG2855,JU774,JU3228,QG4228,ECA594,JU2811,QG2827,NIC252,JU3144,JU2522,JU2879,JU1491,JU778,NIC514,BRC20263,NIC267,ECA2583,QG2832,JU3280,NIC1779,CX11271,QG2828,JU2578,ECA2656,JU323,NIC259,ED3052,JU3132,QG2824,JU3134,ECA2554,ECA2549,JU1440,NIC1049,WN2086,WN2069	42
IV	2565000	2602000	IV_2565000_2602000	XZ1516,JU2587	2
IV	2565000	2603000	IV_2565000_2603000	ED3049,NIC258,QW947,QG2854,NIC272,WN2064	6
IV	2570000	2603000	IV_2570000_2603000	NIC262	1
IV	2591000	2600000	IV_2591000_2600000	ECA396	1
IV	2591000	2603000	IV_2591000_2603000	NIC1,JU1212,JU1213,NIC1808,ECA2551,ECA2672,QG2835,JU3137,JU1934,PX179,WN2082,JU1395,AB1,JU2592,JU3141,JU1568,JU2257,JU2565,JU1543	19
IV	2592000	2602000	IV_2592000_2602000	ECA2595,ECA2561,ECA2660,ECA2603	4
IV	2592000	2603000	IV_2592000_2603000	ECA36,ECA2601,ECA2659	3
IV	2593000	2602000	IV_2593000_2602000	DL238,JU2576,NIC529,ECA2615,JT11398	5
IV	2593000	2603000	IV_2593000_2603000	JU775,NIC1798,ECA923,NIC1794,JU1793,EG4349,JU3224,JU2106,JU2131,NIC275,JU346,JU1666,NIC526,WN2050,JU2570,MY772,JU2800,JU792,NIC277,MY920,JU2141,MY2453,XZ1672,JU1792,ED3017,WN2066,JU367	27
IV	2689000	2713000	IV_2689000_2713000	ECA396,ECA2660,XZ2018,QG4138	4
IV	2689000	2714000	IV_2689000_2714000	CX11271	1
IV	2689000	2715000	IV_2689000_2715000	CB4854	1
IV	2689000	2721000	IV_2689000_2721000	ECA36,ECA2595,ECA2601,ECA2561,MY16,ECA2659,ECA2656,ECA2603	8
IV	2689000	2722000	IV_2689000_2722000	QG4135,QG4228,ECA594,JU2811,JU2879,ECA2583,QG4017,QG4018,QG2824,ECA2554,ECA2549,JU1440	12
IV	2689000	2730000	IV_2689000_2730000	PX179	1
IV	2690000	2713000	IV_2690000_2713000	NIC1	1
IV	2691000	2713000	IV_2691000_2713000	XZ1516,JU258,JU775,EG4724,NIC1791,NIC1799,NIC1811,NIC1783,NIC252,JU2576,NIC514,NIC267,JU3127,JU2578,ECA2615,QG2811,ECA2607,JT11398	18
IV	2691000	2721000	IV_2691000_2721000	JU2610	1
IV	2691000	2722000	IV_2691000_2722000	NIC1786,NIC1812,JU2838,NIC1809,JU3291,MY2535,NIC529,QG4008,QG4003	9
IV	2691000	2725000	IV_2691000_2725000	JU346	1
IV	2691000	2730000	IV_2691000_2730000	JU1212	1
IV	2692000	2721000	IV_2692000_2721000	LKC34	1
IV	2693000	2721000	IV_2693000_2721000	ED3049,NIC256,NIC258,NIC262,WN2001,ED3046,JU774,BRC20263,NIC272,JU2587	10
IV	2693000	2722000	IV_2693000_2722000	CB4856,NIC1810,QW947,QG2855,JU3228,QG2827,QG2854,JU2522,JU778,QG2835,MY2741,QG2832,JU3280,MY795,MY518,NIC1779,QG2828,JU323,NIC259,ED3052,NIC1049,WN2086,WN2064	23
IV	2694000	2721000	IV_2694000_2721000	JU3144	1
IV	2694000	2722000	IV_2694000_2722000	JU3134,WN2069	2
IV	2695000	2722000	IV_2695000_2722000	JU3132	1
IV	2696000	2713000	IV_2696000_2713000	NIC1798,JU1793,JU1491,JU2131,NIC275,JU1666,NIC526,JU2570,JU2800,JU792,NIC277,JU1934,MY920,WN2082,MY2453,JU1395,AB1,JU2592,JU1792,WN2066,JU2565	21
IV	2696000	2727000	IV_2696000_2727000	JU1213,MY772,JU3137,JU2141,JU3141,JU2257,JU367	7
IV	2696000	2730000	IV_2696000_2730000	ECA923,EG4349,JU3224,NIC1808,ECA2551,ECA2672,XZ1672,JU1568,JU1543	9
IV	2698000	2712000	IV_2698000_2712000	NIC3	1
IV	2698000	2713000	IV_2698000_2713000	NIC236,JU2106,WN2050,ED3017	4
IV	2698000	2715000	IV_2698000_2715000	CB4855	1
IV	2698000	2721000	IV_2698000_2721000	DL238,DL226	2
IV	2698000	2722000	IV_2698000_2722000	XZ1735,NIC207	2
IV	2698000	2730000	IV_2698000_2730000	NIC1794	1
IV	2698000	2735000	IV_2698000_2735000	CX11264,ECA640,JU4047	3
IV	2719000	2727000	IV_2719000_2727000	JU1793,JU2106,NIC275,JU2800,JU792,MY920,MY2453,AB1,JU2592,ED3017,WN2066	11
IV	2719000	2730000	IV_2719000_2730000	NIC1,NIC1798,JU1491,JU2131,JU1666,NIC526,WN2050,JU2570,NIC277,JU1934,WN2082,JU1395,JU1792,JU2565	14
IV	2719000	2745000	IV_2719000_2745000	XZ1516	1
IV	2755000	2767000	IV_2755000_2767000	ECA2603	1
IV	2759000	2767000	IV_2759000_2767000	ECA36,XZ1516,ECA2595,ECA2601,ECA2561,ECA2660,ECA2659	7
IV	2781000	2789000	IV_2781000_2789000	NIC1798,EG4349,NIC1808,JU1491,JU2131,ECA2551,NIC275,JU1666,NIC526,WN2050,NIC277,MY920,PX179,JU2141,WN2082,JU3141,JU1792,JU1568,JU2257,JU367,JU2565	21
IV	2797000	2821000	IV_2797000_2821000	ECA2595	1
IV	2797000	2833000	IV_2797000_2833000	ECA36,ECA2561,ECA2659,ECA2603	4
IV	2799000	2808000	IV_2799000_2808000	ECA2660	1
IV	2799000	2833000	IV_2799000_2833000	ECA2601	1
IV	2799000	2835000	IV_2799000_2835000	ECA396	1
IV	2799000	2843000	IV_2799000_2843000	XZ1516	1
IV	2817000	2832000	IV_2817000_2832000	ECA2660	1
IV	2827000	2832000	IV_2827000_2832000	ECA2595	1
IV	2833000	2843000	IV_2833000_2843000	DL238	1
IV	2840000	2860000	IV_2840000_2860000	QG4138,QG4017,QG4018	3
IV	2849000	2869000	IV_2849000_2869000	JU2811,MY679	2
IV	2850000	2869000	IV_2850000_2869000	NIC514,ECA1069,ECA2615	3
IV	2853000	2860000	IV_2853000_2860000	NIC1798,NIC1794,JU1793,EG4349,NIC1808,JU2106,JU2131,ECA2551,ECA2672,NIC275,JU1666,NIC526,WN2050,JU2570,MY772,JU2800,JU792,NIC277,JU1934,MY920,PX179,JU2141,WN2082,MY2453,JU1395,AB1,JU2592,JU2906,JU3141,JU1792,JU1568,WN2066,JU2257,JU367,JU2565,JU1543	36
IV	2853000	2888000	IV_2853000_2888000	CB4855,JU4047,DL226,CX11271,ECA2549,JU1440	6
IV	2854000	2860000	IV_2854000_2860000	NIC256,MY16,NIC258,XZ2018,JU3144,NIC272,JU3132,JU3134,WN2064	9
IV	2854000	2867000	IV_2854000_2867000	LKC34	1
IV	2854000	2868000	IV_2854000_2868000	JU258	1
IV	2854000	2869000	IV_2854000_2869000	JU775,ED3049,CB4856,NIC1791,NIC1799,NIC1786,NIC262,WN2001,NIC1810,ED3046,QW947,NIC1811,QG4135,NIC1783,QG2855,JU774,JU3228,QG2827,QG2854,NIC1809,JU1491,BRC20263,QG2835,NIC267,MY2741,QG2832,JU3280,JU2587,MY795,JU3127,MY518,NIC1779,QG2828,JU323,NIC259,ED3052,NIC1049,WN2086,WN2069	39
IV	2854000	2882000	IV_2854000_2882000	QG2824	1
IV	2854000	2885000	IV_2854000_2885000	QG4228,ECA2583,ECA2656,QG2811,ECA2607	5
IV	2854000	2888000	IV_2854000_2888000	ECA594,JU2879,ECA2554	3
IV	2856000	2869000	IV_2856000_2869000	EG4724,NIC252,JU2576,ECA1074,JU2578,JT11398	6
IV	2866000	2888000	IV_2866000_2888000	DL238	1
IV	2867000	2888000	IV_2867000_2888000	MY16	1
IV	2868000	2882000	IV_2868000_2882000	XZ1516,ECA396	2
IV	2868000	2885000	IV_2868000_2885000	NIC1794,ECA2672,WN2082,JU2906,JU2565	5
IV	2868000	2888000	IV_2868000_2888000	NIC1798,JU1793,EG4349,NIC1808,JU2106,JU2131,JU1666,NIC526,JU2570,MY772,JU2800,JU792,JU3137,NIC277,JU1934,MY920,JU2141,MY2453,AB1,JU2592,JU3141,JU1792,JU1568,WN2066,JU2257,JU367,JU1543	27
IV	2869000	2885000	IV_2869000_2885000	ECA2551,NIC275,XZ1672	3
IV	2869000	2888000	IV_2869000_2888000	JU1213	1
IV	2870000	2885000	IV_2870000_2885000	ECA923	1
IV	2871000	2885000	IV_2871000_2885000	PX179	1
IV	2871000	2888000	IV_2871000_2888000	NIC1	1
IV	2872000	2888000	IV_2872000_2888000	JU1212,JU1395	2
IV	2873000	2885000	IV_2873000_2885000	JU3224,WN2050	2
IV	2874000	2882000	IV_2874000_2882000	JU3144	1
IV	2874000	2885000	IV_2874000_2885000	XZ2018	1
IV	2874000	2888000	IV_2874000_2888000	JU346	1
IV	2876000	2888000	IV_2876000_2888000	ED3017	1
IV	2879000	2888000	IV_2879000_2888000	ECA36	1
IV	2881000	2888000	IV_2881000_2888000	NIC514,ECA1069,ECA2615,JT11398	4
IV	2882000	2888000	IV_2882000_2888000	NIC236,EG4724	2
IV	2952000	2960000	IV_2952000_2960000	ECA36,ECA2595,ECA2601,ECA2561,ECA2660,ECA2603	6
IV	2954000	2960000	IV_2954000_2960000	ECA2659	1
IV	2955000	2960000	IV_2955000_2960000	XZ1516	1
IV	3007000	3012000	IV_3007000_3012000	ECA396	1
IV	3248000	3261000	IV_3248000_3261000	ECA36,ECA2595,ECA2601,ECA2561,ECA2603	5
IV	3249000	3259000	IV_3249000_3259000	XZ1516	1
IV	3249000	3261000	IV_3249000_3261000	ECA396,ECA2660,ECA2659	3
IV	3266000	3271000	IV_3266000_3271000	JU2800,QG2811,ECA2607	3
IV	3330000	3335000	IV_3330000_3335000	ECA2595,ECA2659	2
IV	3330000	3336000	IV_3330000_3336000	ECA2561,NIC262	2
IV	3331000	3336000	IV_3331000_3336000	ECA36,JU258,ECA2601,MY16,ECA2603	5
IV	3371000	3384000	IV_3371000_3384000	ECA396	1
IV	3374000	3384000	IV_3374000_3384000	ECA2595,ECA2601,ECA2561	3
IV	3391000	3397000	IV_3391000_3397000	XZ1516	1
IV	3419000	3424000	IV_3419000_3424000	CX11271	1
IV	3596000	3601000	IV_3596000_3601000	XZ1516	1
IV	3596000	3615000	IV_3596000_3615000	ECA2601,ECA2561,ECA2660	3
IV	3597000	3602000	IV_3597000_3602000	ECA396	1
IV	3597000	3615000	IV_3597000_3615000	ECA2659	1
IV	3630000	3644000	IV_3630000_3644000	ECA2601,ECA2561,ECA2660,ECA2659	4
IV	3639000	3644000	IV_3639000_3644000	JU1213	1
IV	3650000	3662000	IV_3650000_3662000	ECA2601,ECA2561,ECA2659	3
IV	3655000	3662000	IV_3655000_3662000	ECA36,ECA2595	2
IV	3657000	3662000	IV_3657000_3662000	XZ1516,ECA396	2
IV	3728000	3744000	IV_3728000_3744000	XZ1516,ECA396,ECA2595	3
IV	3732000	3744000	IV_3732000_3744000	ECA36	1
IV	3750000	3759000	IV_3750000_3759000	ECA36,ECA2595	2
IV	3750000	3760000	IV_3750000_3760000	ECA396	1
IV	3754000	3760000	IV_3754000_3760000	XZ1516	1
IV	3774000	3779000	IV_3774000_3779000	ECA396	1
IV	3808000	3823000	IV_3808000_3823000	XZ1516	1
IV	3823000	3833000	IV_3823000_3833000	ECA36,ECA396,ECA2595	3
IV	3887000	3973000	IV_3887000_3973000	ECA2660	1
IV	3887000	3974000	IV_3887000_3974000	ECA2601,ECA2561,ECA2659	3
IV	3893000	3939000	IV_3893000_3939000	ECA36,ECA2595	2
IV	3893000	3972000	IV_3893000_3972000	ECA396	1
IV	3943000	3972000	IV_3943000_3972000	CB4856	1
IV	4038000	4046000	IV_4038000_4046000	CB4856	1
IV	4039000	4046000	IV_4039000_4046000	ECA36,ECA2595	2
IV	4051000	4057000	IV_4051000_4057000	ECA2601,ECA2561,ECA2660,ECA2659	4
IV	4052000	4067000	IV_4052000_4067000	ECA36,ECA2595	2
IV	4058000	4075000	IV_4058000_4075000	ECA396	1
IV	4060000	4068000	IV_4060000_4068000	WN2001,JU2587,MY795,MY518	4
IV	4061000	4068000	IV_4061000_4068000	DL238,CB4856,MY2741	3
IV	4062000	4068000	IV_4062000_4068000	NIC236,EG4724,MY1,NIC252,JU2576,NIC514,NIC267,JU2578	8
IV	4062000	4069000	IV_4062000_4069000	JU3144	1
IV	4062000	4073000	IV_4062000_4073000	XZ1516,MY16,ECA594,ECA640,JU2879,CX11271,QG2824,ECA2554,ECA2549,JU1440	10
IV	4098000	4112000	IV_4098000_4112000	XZ1516,ECA2601,ECA2561,ECA2660,ECA2659	5
IV	4103000	4112000	IV_4103000_4112000	ECA396	1
IV	4104000	4170000	IV_4104000_4170000	ECA36,ECA2595	2
IV	4122000	4170000	IV_4122000_4170000	ECA2601,ECA2561,ECA2660,ECA2659	4
IV	4130000	4168000	IV_4130000_4168000	XZ1516	1
IV	4237000	4251000	IV_4237000_4251000	ECA36,ECA2595	2
IV	4370000	4375000	IV_4370000_4375000	ECA36	1
IV	4376000	4381000	IV_4376000_4381000	XZ1516	1
IV	4838000	4848000	IV_4838000_4848000	ECA2595	1
IV	5442000	5465000	IV_5442000_5465000	ECA36	1
IV	5447000	5461000	IV_5447000_5461000	XZ1516	1
IV	5821000	5843000	IV_5821000_5843000	ECA36	1
IV	5829000	5843000	IV_5829000_5843000	XZ1516	1
IV	6206000	6219000	IV_6206000_6219000	ECA36	1
IV	6218000	6269000	IV_6218000_6269000	DL238,MY16,ECA594,JU2879	4
IV	6228000	6269000	IV_6228000_6269000	XZ1516	1
IV	6232000	6269000	IV_6232000_6269000	NIC1810,JU778	2
IV	6268000	6276000	IV_6268000_6276000	NIC1798,NIC1791,NIC1783,JU3137	4
IV	6268000	6296000	IV_6268000_6296000	ECA2595	1
IV	6268000	6302000	IV_6268000_6302000	ECA36,ECA396,CB4856	3
IV	6605000	6626000	IV_6605000_6626000	XZ1516,MY16,ECA594,JU2879	4
IV	6608000	6630000	IV_6608000_6630000	ECA2595	1
IV	6611000	6626000	IV_6611000_6626000	ECA36	1
IV	6634000	6645000	IV_6634000_6645000	ECA396	1
IV	6635000	6653000	IV_6635000_6653000	MY16,ECA594,JU2879	3
IV	6643000	6648000	IV_6643000_6648000	NIC1810	1
IV	6649000	6654000	IV_6649000_6654000	ECA36,ECA2595	2
IV	6878000	6883000	IV_6878000_6883000	ECA36,ECA2595	2
IV	7316000	7336000	IV_7316000_7336000	ECA36	1
IV	7451000	7470000	IV_7451000_7470000	ECA36	1
IV	7452000	7470000	IV_7452000_7470000	ECA2595	1
IV	7458000	7468000	IV_7458000_7468000	XZ1516,DL238,ECA396,MY16,CB4856,CB4855,NIC262,NIC1810,NIC1811,JU3228,NIC1808,ECA594,JU2811,NIC1809,JU778,JU2800,NIC259,MY2453,ECA2554,ECA2549,ECA2607	21
IV	12434000	12445000	IV_12434000_12445000	XZ1516,JU775,ECA2595,ECA2601,ECA2561,ECA2660,NIC1791,NIC1794,NIC1786,ECA2659	10
IV	12827000	12835000	IV_12827000_12835000	JU258	1
IV	12827000	12837000	IV_12827000_12837000	XZ1516	1
IV	12828000	12835000	IV_12828000_12835000	DL238,NIC236,JU1212,JU346	4
IV	12829000	12835000	IV_12829000_12835000	JU775,EG4724,JU1213,MY16,LKC34,CB4856,NIC258,NIC1798,NIC1791,NIC1799,NIC1794,NIC1786,JU1793,NIC1811,NIC1783,QG2855,JU3228,ECA594,JU2811,QG2827,XZ1735,QG2854,JU2522,JU2106,NIC1809,JU1491,JU2131,ECA2551,ECA2672,NIC275,NIC514,JU1666,ECA2555,JU2610,NIC526,WN2050,JU3280,JU3291,NIC272,JU2570,MY772,JU792,QG2828,JU1934,JU2141,ED3052,JU3132,MY2453,JU3141,WN2086,JU1568,WN2069,JU2257,JU2565	54
IV	12829000	12836000	IV_12829000_12836000	ECA2595,ECA2601,NIC256,ECA2561,ECA2660,NIC262,ECA2659,CB4854,JU778,JU2866,JU3137,PX179	12
IV	12836000	12856000	IV_12836000_12856000	ECA36	1
IV	12846000	12854000	IV_12846000_12854000	NIC256	1
IV	12846000	12856000	IV_12846000_12856000	NIC262,CB4854,JU778,JU2866,JU3137,PX179	6
IV	12846000	12868000	IV_12846000_12868000	ECA2660	1
IV	12846000	12869000	IV_12846000_12869000	JU258,JU775,ECA2595,ECA2601,ECA2561,NIC1798,ECA2659,EG4349,NIC1808,JU2800,NIC259,ECA2554,ECA2549	13
IV	12856000	12869000	IV_12856000_12869000	JU2576,ECA1069,NIC207	3
IV	12856000	12878000	IV_12856000_12878000	XZ1516	1
IV	12868000	12878000	IV_12868000_12878000	ECA36	1
IV	12878000	12884000	IV_12878000_12884000	JU258,JU775,ECA2595,ECA2601,ECA2561,ECA2660,NIC1798,ECA2659	8
IV	12947000	12956000	IV_12947000_12956000	XZ1516	1
IV	12987000	12996000	IV_12987000_12996000	ECA36,JU258,JU775,ECA2595,ECA2601,ECA2561,ECA2660,NIC1798,ECA2659	9
IV	13420000	13425000	IV_13420000_13425000	JU775	1
IV	13457000	13471000	IV_13457000_13471000	JU258,JU775	2
IV	13461000	13471000	IV_13461000_13471000	ECA2660	1
IV	13516000	13521000	IV_13516000_13521000	NIC1808,WN2050,JU2800	3
IV	13517000	13523000	IV_13517000_13523000	XZ1516	1
IV	13517000	13530000	IV_13517000_13530000	ECA36,ECA2595	2
IV	13980000	13989000	IV_13980000_13989000	ECA396	1
IV	13997000	14003000	IV_13997000_14003000	QG2828	1
IV	13997000	14004000	IV_13997000_14004000	XZ1516,ECA396,NIC236,ECA2595,ECA2601,ECA2561,MY16,ECA2660,CB4856,NIC1798,ECA2659,NIC1808,ECA594,QG2827,QG4080,JU3128,JU3291,JU2800,WN2082,JU3132,WN2086,WN2069	22
IV	13999000	14004000	IV_13999000_14004000	JU258,JU775,JU1212,JU1213,NIC256,NIC262,JU1793,JU2811,JU2106,JU1491,JU2131,JU778,JU2610,NIC526,WN2050,NIC272,JU2570	17
IV	14169000	14188000	IV_14169000_14188000	XZ1516	1
IV	14169000	14190000	IV_14169000_14190000	ECA2595,ECA2601,ECA2561,ECA2660,ECA2659	5
IV	14169000	14196000	IV_14169000_14196000	ECA36	1
IV	14412000	14417000	IV_14412000_14417000	ECA36,XZ1516,ECA2601,ECA2660	4
IV	14412000	14419000	IV_14412000_14419000	ECA2595,ECA2561,ECA2659	3
IV	14416000	14421000	IV_14416000_14421000	CB4856	1
IV	14417000	14426000	IV_14417000_14426000	JU1793,KR314,JU778,JU792	4
IV	14418000	14426000	IV_14418000_14426000	JU3134	1
IV	14423000	14428000	IV_14423000_14428000	JU258,JU775,NIC256,JU2811,NIC526,WN2082	6
IV	14423000	14429000	IV_14423000_14429000	NIC1798	1
IV	14519000	14551000	IV_14519000_14551000	ECA36	1
IV	14578000	14583000	IV_14578000_14583000	ECA36,JU258,JU775,NIC256,CB4856,NIC1798,NIC262,JU3128,NIC526,WN2082	10
IV	14627000	14632000	IV_14627000_14632000	ECA36	1
IV	14640000	14646000	IV_14640000_14646000	ECA36	1
IV	14641000	14646000	IV_14641000_14646000	XZ1516	1
IV	14928000	14937000	IV_14928000_14937000	ECA594	1
IV	15263000	15269000	IV_15263000_15269000	DL238,NIC166,NIC236,NIC3,EG4724,MY1,JU1212,JU1213,NIC256,CB4856,NIC258,NIC262,JU1793,JU2464,KR314,QG2827,NIC252,XZ1735,JU2522,JU2106,JU1491,JU2131,JU778,JU2576,NIC275,NIC514,JU1200,JU1666,QG4080,ECA2559,NIC267,JU2610,NIC528,WN2050,JU3280,JU3291,JU2570,ECA1069,JU2800,JU792,JU3137,NIC277,JU3225,JU1934,ECA2656,JU2141,NIC259,JU3132,MY2453,NIC207,JU3134,JU2592,NIC1049,JU3141,WN2086,JU1792,NIC255,JU1568,JU2572,WN2069,JU2257,JU2565	62
IV	15263000	15273000	IV_15263000_15273000	XZ1516	1
IV	15266000	15276000	IV_15266000_15276000	ECA36	1
IV	15311000	15316000	IV_15311000_15316000	ECA36,XZ1516	2
IV	15311000	15317000	IV_15311000_15317000	JU258,JU775,NIC1798,JU2811,NIC526	5
IV	15312000	15317000	IV_15312000_15317000	WN2082	1
IV	15440000	15457000	IV_15440000_15457000	ECA36	1
IV	15599000	15624000	IV_15599000_15624000	ECA2561,NIC1798	2
IV	15605000	15614000	IV_15605000_15614000	NIC236,JU1212,JU1213,NIC256,MY16,NIC262,JU1793,JU2464,KR314,QG2827,JU2106,JU1491,JU2131,JU778,JU2576,JU1200,JU2610,WN2050,JU3280,JU3291,JU2570,ECA1069,JU792,NIC277,JU3225,JU1934,JU2141,NIC259,JU3132,NIC207,JU3134,NIC1049,WN2086,NIC255,WN2069	35
IV	15605000	15624000	IV_15605000_15624000	JU775,ECA2601,EG4349,NIC272,JU2587	5
IV	15612000	15624000	IV_15612000_15624000	ECA396,ECA2660,ECA2659	3
IV	15612000	15626000	IV_15612000_15626000	ECA36,ECA2595	2
IV	15826000	15842000	IV_15826000_15842000	JU2464,NIC277,WN2086	3
IV	15827000	15842000	IV_15827000_15842000	NIC207	1
IV	15899000	15906000	IV_15899000_15906000	XZ1672	1
IV	15943000	15954000	IV_15943000_15954000	XZ1516	1
IV	15949000	15954000	IV_15949000_15954000	XZ1672	1
IV	15953000	15961000	IV_15953000_15961000	QG2827	1
IV	16221000	16255000	IV_16221000_16255000	XZ1516	1
IV	16279000	16358000	IV_16279000_16358000	XZ1516	1
IV	16286000	16354000	IV_16286000_16354000	DL238,EG4724,MY1,MY16,CB4856,NIC258,NIC252,JU2522,JU2838,NIC514	10
IV	16287000	16354000	IV_16287000_16354000	XZ1735,NIC275	2
IV	16425000	16446000	IV_16425000_16446000	JU775,ECA2595,ECA2601,ECA2561,NIC1798,NIC1791,NIC1799,NIC1794,NIC1786,ECA2659,EG4349,ED3048	12
IV	16426000	16446000	IV_16426000_16446000	JU258	1
IV	16428000	16446000	IV_16428000_16446000	JU2587	1
IV	16429000	16446000	IV_16429000_16446000	ECA2660,JU3127	2
IV	16433000	16440000	IV_16433000_16440000	NIC272	1
IV	16461000	16475000	IV_16461000_16475000	ECA396,JU258,JU775,ECA2595,ECA2601,ECA2561,ECA2660,NIC1798,NIC1791,NIC1799,NIC1794,NIC1786,ECA2659,EG4349,ED3048,JU3127	16
IV	16462000	16475000	IV_16462000_16475000	JU2587	1
IV	16464000	16474000	IV_16464000_16474000	NIC272	1
IV	16546000	16552000	IV_16546000_16552000	NIC256,NIC262,QG2827,JU778,QG2828	5
IV	16546000	16554000	IV_16546000_16554000	ECA36	1
IV	16557000	16566000	IV_16557000_16566000	ECA396	1
IV	16563000	16572000	IV_16563000_16572000	QG2827,QG2828	2
IV	16699000	16711000	IV_16699000_16711000	JU2811	1
IV	16707000	16712000	IV_16707000_16712000	NIC1798	1
IV	16709000	16737000	IV_16709000_16737000	ED3049,NIC256,NIC262,ED3046,QG2827,JU778,QG2828	7
IV	16724000	16735000	IV_16724000_16735000	NIC272	1
IV	16724000	16747000	IV_16724000_16747000	JU3127	1
IV	16724000	16748000	IV_16724000_16748000	NIC1798,ED3048,JU2587	3
IV	16724000	16761000	IV_16724000_16761000	EG4349	1
IV	16724000	16770000	IV_16724000_16770000	JU775	1
IV	16724000	16771000	IV_16724000_16771000	ECA2595	1
IV	16743000	16771000	IV_16743000_16771000	JU2811	1
IV	16813000	16831000	IV_16813000_16831000	XZ1516	1
IV	16817000	16831000	IV_16817000_16831000	ECA2595,NIC1798	2
IV	16817000	16833000	IV_16817000_16833000	JU2576,JU2141,NIC1049	3
IV	16821000	16833000	IV_16821000_16833000	JU1934	1
IV	16824000	16831000	IV_16824000_16831000	JU3127	1
IV	16824000	16832000	IV_16824000_16832000	ECA396	1
IV	16839000	16850000	IV_16839000_16850000	NIC262	1
IV	16839000	16855000	IV_16839000_16855000	NIC256,ED3046,QG2827,QG2828	4
IV	16839000	16856000	IV_16839000_16856000	ED3049,JU778	2
IV	16851000	16856000	IV_16851000_16856000	ECA36	1
IV	16851000	16857000	IV_16851000_16857000	QG4080,ED3048	2
IV	16851000	16858000	IV_16851000_16858000	JU258	1
IV	16854000	16859000	IV_16854000_16859000	ECA396	1
IV	16864000	16924000	IV_16864000_16924000	ED3049	1
IV	16865000	16924000	IV_16865000_16924000	NIC256,NIC262,ED3046,QG2827,JU778,QG2828	6
IV	17254000	17385000	IV_17254000_17385000	JU2811	1
IV	17254000	17426000	IV_17254000_17426000	ED3049,MY1,NIC256,NIC258,NIC262,ED3046,QG2827,NIC252,JU2522,JU778,NIC275,NIC514,NIC272,QG2828	14
IV	17254000	17427000	IV_17254000_17427000	ECA36,JU258,ECA2601,ECA2561,ECA2660,QG4080,JU2513,JU2800,QG2811,JU2572,WN2066	11
IV	17255000	17426000	IV_17255000_17426000	XZ1735	1
IV	17255000	17427000	IV_17255000_17427000	EG4724,ECA2659,JU1249,JU1543	4
IV	17283000	17427000	IV_17283000_17427000	ECA396	1
IV	17434000	17470000	IV_17434000_17470000	NIC262,XZ1735,NIC275	3
IV	17434000	17477000	IV_17434000_17477000	ED3049,MY1,NIC256,NIC258,ED3046,QG2827,NIC252,JU2522,JU778,NIC514,NIC272,QG2828	12
IV	17436000	17470000	IV_17436000_17470000	ECA36,JU258,EG4724,ECA2601,ECA2561,ECA2660,ECA2659,QG4080,JU2513,JU2800,QG2811,JU2572,WN2066,JU1249,JU1543	15
IV	17436000	17478000	IV_17436000_17478000	ECA396	1
V	1000	391000	V_1000_391000	XZ1516	1
V	391000	521000	V_391000_521000	DL238,ECA396	2
V	391000	522000	V_391000_522000	NIC1791,NIC1799,NIC1794,NIC1786,NIC1808,JU2587	6
V	391000	525000	V_391000_525000	NIC252	1
V	391000	526000	V_391000_526000	JU3137	1
